-1.28021	-1
1.219	1
-0.995996	-1
-1.00586	-1
-1.00689	-1
1.27789	1
-1.07857	-1
-1.2029	-1
1.06072	1
-1.01739	-1
0.804617	1
1.26798	1
1.0098	1
1.00896	1
1.38322	1
-1.00299	-1
-1.05206	-1
1.00671	1
-1.00885	-1
-0.928692	-1
-1.11108	-1
-0.99193	-1
-1.34924	-1
1.28275	1
1.00602	1
-1.01819	-1
-1.28001	-1
1.07781	1
-1.17582	-1
1.02587	1
1.00377	1
1.01549	1
-0.993206	-1
-1.22811	-1
1.30154	1
1.18368	1
-1.29989	-1
1.51101	1
1.00419	1
1.0113	1
-1.38594	-1
1.91153	1
-1.0163	-1
-1.30977	-1
1.02632	1
1.12841	1
1.43343	1
-1.2284	-1
-1.35766	-1
-1.24128	-1
-1.33305	-1
-1.11057	-1
-0.962763	-1
1.31962	1
-0.997048	-1
1.00962	1
-1.72522	-1
1.01409	1
-1.15294	-1
1.17268	1
-1.05632	-1
-1.04821	-1
-1.21213	-1
-1.00901	-1
-1.009	-1
-1.58584	-1
-1.20419	-1
-1.64825	-1
1.01364	1
-1.00439	-1
-1.01024	-1
-1.15943	-1
-1.16871	-1
-1.36337	-1
1.05343	1
-1.00789	-1
-1.32701	-1
-0.996734	-1
1.02646	1
1.07023	1
1.0167	1
-1.04037	-1
-1.1208	-1
-0.993517	-1
-1.00325	-1
-1.016	-1
-1.03831	-1
-1.05249	-1
-1.53097	-1
1.02086	1
-1.0202	-1
1.01019	1
-1.085	-1
1.00817	1
-1.20462	-1
-1.11507	-1
-0.987997	-1
-1.01043	-1
-1.00339	-1
-1.00305	-1
-0.993082	-1
-1.2469	-1
1.07005	1
-1.37592	-1
-1.23378	-1
-1.2365	-1
-1.08717	-1
-1.00541	-1
-1.0051	-1
1.127	1
-1.23447	-1
1.13999	1
-1.05456	-1
-1.10813	-1
-0.999225	-1
1.44618	1
1.39449	1
-0.998233	-1
1.02946	1
-1.38631	-1
0.754245	1
1.29603	1
